Title,Year,Quote,Trans

Jaan,Release Year - 1996,"Koi bhi insaan paidaishi mujrim nahi hota ... ya toh banaya jaata hai, ya phir ban jaata hai","No person is a born criminal ... he either is made into one, or he becomes one"

Will You Marry Me,Release Year - 2012,Joh kholna hai khol dena ... dil mat kholna,Open whatever you want ... just don't open your heart

Will You Marry Me,Release Year - 2012,Look change karne se insaan change nahi hota,By changing the look a person doesn't change

Will You Marry Me,Release Year - 2012,Pati patni ka joh rishta hai woh rath ke do paiyon ki tarah hota hai ... ek bhi paiya toot gaya toh rath ka chalna mushkil ho jaata hai,The relationship between husband and wife is like the two wheels of a chariot ... even if one wheel breaks then it becomes hard for the chariot to move

Will You Marry Me,Release Year - 2012,Aapke pichwade pe aaisi laat maroonga na ... super duper bumper banake rakh doonga,I'll give you such a kick on your backside ... that I'll make it into a super duper bumper

Rocky,Release Year - 2006,"Jab main tumhare saath bike pe chalti hoon ... toh phir dil aaise karta hai ki road kabhi khatam hi na ho ... bas tum aur main, main aur tum, chalte jaye chalte jaye ... aur manzil kabhi na aaye","When I go on the bike with you ... then my heart wishes that the road never ends ... just you and me, me and you, keep going ... and the destination never comes"

Rocky,Release Year - 2006,Pehle police ka naam sunkar gunde bhaagte the ... ab police ka naam sunkar public bhaagti hai,Before goons used to run by hearing the name of police ... nowadays the public runs by hearing the name of police

Rocky,Release Year - 2006,Jab apun khada ... toh sarkar se bada!,When I stand ... I'm taller than the government!

Rocky,Release Year - 2006,Zindagi murdajali ka naam hai ... zinda dil kya khaak jeete hai,Life is the name of apathy ... the people with enthusiasm hardly live their life

Tamasha (1952),Release Year - 1952,Koi haarkar jeet leta hai aur koi jeetkar haar jaata hai,Some win even after losing and some lose even after winning

Tamasha (1952),Release Year - 1952,Mohabbat ussi ka naam hai joh insaan ko qurbaaniya sikhati hai,Love is the name of a thing that teaches a person how to sacrifice

Tamasha (1952),Release Year - 1952,Samajhdar log kabhi dil se mohabbat nahi karte ... woh hamesha dimag se mohabbat karte hai,Smart people never love from the heart ... they always love from the mind

Tamasha (1952),Release Year - 1952,Zehereli nagin sabke liye zeher rakhti hai ... magar woh bhi apne naag ke liye pyar rakhti hai,A poisonous snake lady keeps poison for everyone ... but she also keeps love for her snake

Thodi Life Thoda Magic,Release Year - 2008,"Agar aap mujhse poochti hai ki, which is this one person joh mere liye competition hai ... toh that's me","If you ask me, which is this one person who is a competition for me ... then that's me"

Thodi Life Thoda Magic,Release Year - 2008,Sapne kuch kuch magic jaise hote hai ... dikhta kuch hai aur hota hai kuch aur,Dreams are a little bit like magic ... you see something and something else happens

Thodi Life Thoda Magic,Release Year - 2008,Iraada agar pakka ho toh taqat apne aap jhut jaati hai,If the intention is strong then the courage comes by itself

Uran Khatola,Release Year - 1955,Nadan dost se samajhdar dushman achcha hota hai,It's better to have a sensible enemy rather than a silly friend

Uran Khatola,Release Year - 1955,Dil ki awaaz dil se suni jaati hai ... kaano se nahi,The voice of the heart is heard from the heart ... and not from the ears

Uran Khatola,Release Year - 1955,Lehron se darne waale kinare reh jaate hai ... aur sagar mein faandne waale moti le aate hai,Those who are scared of the waves remain on the shores ... and those who jump into the ocean bring the pearls

Uran Khatola,Release Year - 1955,"Zindagi ek khoobsurat khilona hai ... isse darna nahi, khelna seekho","Life is a beautiful toy ... don't be scared of it, learn to play with it"

Yahudi,Release Year - 1958,"Tumhare hi liye paida hue duniya ke nazare ... chamakte hai tumhari roshni se chand aur taare ... tumhara gham hai gham, auron ka gham khawab-o-kahani hai ... tumhara khoon hai khoon, hamara khoon pani hai","The sights of the world are created just for you ... the moon and the stars shine because of your light ... your sorrow is sorrow, and the sorrow of others is a dream story ... your blood is blood, and my blood is water"

Yahudi,Release Year - 1958,Tareef us khuda ki jisne jahan banaya ... unko haseen banakar mujhko jawan banaya,Praise the lord that has made this world ... he made her beautiful and he made me young

Yahudi,Release Year - 1958,"Na ched ab mujhko, rehne de yahin tak dastan meri ... kahunga sach toh jal jayega dil tera, zabaan meri","Don't tease me now, let my story be till here only ... because if I say the truth then your heart and my mouth will burn"

Yahudi,Release Year - 1958,"Doob maro is insaaf par, aasun bahao is kanoon par ... joh kamzoron ke liye talwar ki dhaar, aur zabardast ke liye bank-e-bahar hai ... joh apne liye nagme-e-saaz, aur hamare liye maut ki awaaz hai","Drown on this justice, shed tears on this law ... which is the edge of a sword for the weak, and is the guise of spring for the strong ... which is a musical melody for you, and it's the sound of death for me"

Humse Hai Muqabla,Release Year - 1994,"Avesh ho ya dukh ho, gussa ho ya khushi ... apni bhavnaon ko paanch minute tak roke rakho ... un paanch minuton mein mann shaant ho jayega ... aur shaant mann se lena waala har ek faisla achcha hi hoga","Whether it's zeal or sadness, whether it's anger or happiness ... control your emotions for five minutes ... and in those five minutes your mind will become calm ... and every decision that you take with a calm mind will be good"

Humse Hai Muqabla,Release Year - 1994,Pyar mein woh divya shakti hai joh patthar ko bhi maum bana de,Love has the divine power which can turn even a stone into wax

Alibaba Aur 40 Chor,Release Year - 1979,Badshahon ka andaza bahut kam galat hota hai ... aur jab galat hota hai toh woh badshah nahi rehte,The estimation of kings is very rarely wrong ... and when it's wrong then they don't remain as a king

Alibaba Aur 40 Chor,Release Year - 1979,Jhoot ke chehre par naqab nahi rukta,A mask doesn't stay on the face of a lie

Alibaba Aur 40 Chor,Release Year - 1979,"Mere bahadur saathiyon ... nikal aao bahar aur laashon se bhar do is shehar ko ... jala do, raakh kardo, ek bhi zinda na rahe","My courageous partners ... come outside and fill this city with dead bodies ... burn them, turn them into ashes, no one should remain alive"

Apna Haath Jagannath,Release Year - 1960,Aadmi jab tak zindagi mein kuch ho na jaye ... uske apne bhi paraye ho jaate hai,Until a person becomes something in life ... even his dear ones act as strangers

Apna Haath Jagannath,Release Year - 1960,Chota kaam kare toh mochi aur bada kare toh Bata ... chota kaam kare toh julaha aur bada kare toh khambata,If it's a small person doing the job then he is a cobbler and if it's a big person then he is Mr. Bata ... if it's a small person doing the job then he is from a low caste and if it's a big person then he is from a good family

Apna Haath Jagannath,Release Year - 1960,In haathon ki mehnat se joh pasine ki boond dharti pe girti hai ... woh moti bankar laut aati hai,The drop of sweat that falls on the ground from the hardwork of these hands ... it comes back as a pearl

Apna Haath Jagannath,Release Year - 1960,Peet ka bhai kaam nahi aata ... pet ka bachcha kaam nahi aata ... aakhir pallu ka paisa hi kaam aata hai,A supporting brother is of no use ... your own child from your belly is of no use ... finally only money is of use

Akhiyon Se Goli Maare,Release Year - 2002,Yeh kaisa locha kiya tune mere pyar ka ... maal toh bika nahi bill chad gaya udhaar ka,What problem did you bring into my love ... the merchandise didn't sell and instead I got a bill of a loan

Akhiyon Se Goli Maare,Release Year - 2002,Mereko damaad thoda hatke chahiye ... aaisa jisko dekh ke public sadak pe se hat jave ... police station se police hat jave ... aur mahulle mein se bade se bada gunda phut jave,I need an unique son-in-law ... as in seeing whom the public moves away from the road ... the police moves away from the police station ... and the biggest goon of the locality runs away

Akhiyon Se Goli Maare,Release Year - 2002,Is chor bazaar mein aake apne ho gaye vare nyare ... apun akhiyon se goli maare,By coming to this thief market I've become rich ... and I shoot bullets from my eyes

Kishen Kanhaiya,Release Year - 1990,"Main toh film bhi dekhkar pasand karti hoon, story sunkar nahi ... ussi tarah main ladka bhi dekhkar pasand ya napasand karoongi","I select a film after seeing it, not by listening to its story ... just like that I'll select or reject a guy after seeing him"

Kishen Kanhaiya,Release Year - 1990,Jab kaam ka bhoj badh jaata hai na ... toh dimaag ki wiring mein short circuit ho jaati hai,When the load of work increases ... then the wires of the brain get short circuited

Kishen Kanhaiya,Release Year - 1990,Ek ek do do peg toh do do takke ke log peete hai ... hum toh poori botal peene waalon mein se hai,Cheap people drink one or two pegs ... I'm someone who finishes the entire bottle

Kishen Kanhaiya,Release Year - 1990,"Hum toh kalakar hai ... hamari kala ki taqdeer mein car likhi hi nahi hai ... yeh kalakar bekaar sadakon par dhukaar ki tarah ghoom raha hai, dhukaar ki tarah",I'm an actor ... and there is no car written in the destiny of my talent ... here an actor is roaming on the streets like an useless person

Chalo Ishq Ladaaye,Release Year - 2002,"Insaan ko usse shaadi nahi karni chahiye, jisse woh pyar karta ho ... balki usse shaadi karni chahiye, joh usse pyar karta ho",A person should not marry someone whom he loves ... instead a person should marry someone who loves him

Chalo Ishq Ladaaye,Release Year - 2002,Abhe oh dukkar Fiat ke cancelled model,Hey you cancelled model of a piggy Fiat car

Chalo Ishq Ladaaye,Release Year - 2002,Clinic all clear dandruff shampoo ki tarah clear clear bata do ... varna itna maarenge ki zindagi bhar badan pe kapdon ki jagah dukh dabao lep lagakar ghoomoge,"Tell me clearly like the Clinic all clear dandruff shampoo ... or else I'll beat you so much that instead of wearing clothes everywhere, you'll apply the pain killing balm for your entire life"

Chalo Ishq Ladaaye,Release Year - 2002,Abhe pain balm ... ghamorio ke saste powder!,Hey you pain balm ... cheap powder for rashes!

Netaji Subhas Chandra Bose: The Forgotten Hero,Release Year - 2005,Tum mujhe khoon do ... main tumhe azaadi doonga!,You give me blood ... and I'll give you independence!

Netaji Subhas Chandra Bose: The Forgotten Hero,Release Year - 2005,Agar akele choot jao aur satya tumhare saath hai ... toh aage badne se mat darna,If you are left alone and if the truth is with you ... then don't be afraid of moving forward

Netaji Subhas Chandra Bose: The Forgotten Hero,Release Year - 2005,"Phirta raha main desh desh, mann mein usse basaye ... uske ird-gird jeevan ke lamhe mittaye, banaye",I used to roam from one country to another country keeping her in my heart ... I made and erased the moments of life near her

Netaji Subhas Chandra Bose: The Forgotten Hero,Release Year - 2005,Waqt aane de bata denge tujhe aasmaan ... hum abhi se kya batayein kya hamare dil mein hai,"Hey sky, let the time come I'll show it you ... why should I tell from now itself what is there in my heart"

Doli Saja Ke Rakhna,Release Year - 1998,Joh hum mein sabse zyada pyar kare ... wohi hum mein thukra de ... isse bada dard aur kya ho sakta hai,Those who love us the most ... if they reject us ... then there is no pain bigger than that

Doli Saja Ke Rakhna,Release Year - 1998,Pyar dil se hota hai ... joh sachcha hota hai aur hamesha rehta hai,Love happens from the heart ... which is true and it stays forever

Doli Saja Ke Rakhna,Release Year - 1998,Itna maroonga tujhe itna maroonga ki meri behen toh kya ... tu apni hone waali biwi ko bhi behen kahega,I'll hit you so much that forget my sister ... you'll even call your fiance as your sister

Doli Saja Ke Rakhna,Release Year - 1998,Yeh Baba Sehgal ka zamane hai aur aap Saigal ke zamane ke lagte ho,This is the generation of Baba Sehgal and you look from the generation of Saigal

Allah Rakha,Release Year - 1986,Pathan ka lafz aur mayaan se nikla talwar ... kabhi vapas nahi jaati,The words of a Pathan and the sword from a scabbard ... never go back

Allah Rakha,Release Year - 1986,Is shareer par vaasna ke itne daag hai ... ki yeh behta khoon bhi inhe dhoh nahi sakta,There are so many marks of sexual desires on this body ... that even this flowing blood can't clean it

Allah Rakha,Release Year - 1986,Zeherilay saanp zyada din zinda nahi rehte ... ek na ek din kisi ki laathi uska sar kuchalkar rakh deti hai,Poisonous snakes don't live long ... one day or the other someone's stick smashes their head

Allah Rakha,Release Year - 1986,Zindagi mein Allah aur maa ke baad is roti ko izzat di hai ... isse main zameen par girakar beizzat nahi hone doonga,"In life after god and my mother, I've respected food ... and I won't disrespect it by dropping it on the ground"

Koi Mere Dil Se Poochhe,Release Year - 2002,Aap saas bankar hamari zindagi mein aayi ... aur itna pyar diya ki hamari maa ban gayi,You came in my life as a mother-in-law ... and you gave me so much love that you became my mother

Koi Mere Dil Se Poochhe,Release Year - 2002,Fashion ki shuruvat Adam aur Eve se hui thi,Adam and Even started fashion

Koi Mere Dil Se Poochhe,Release Year - 2002,Jiske paas maa hai uske paas sab kuch hai ... jiske paas maa nahi uske paas kuch bhi nahi,The one who has a mother has everything ... and the one who doesn't have a mother has nothing

Kitne Door Kitne Paas,Release Year - 2002,Zindagi ke safar mein bahut saare musafir milte hai ... lekin har ek ki manzil ek hi toh nahi hoti,In the journey of life you get a lot of companions ... but not everyone has the same destination

Kitne Door Kitne Paas,Release Year - 2002,Zindagi ke safar mein joh rasta manzil ki taraf jata hai ... ussi par chalna chahiye,In the journey of life the path that takes you to the destination ... you should walk only on that

Kitne Door Kitne Paas,Release Year - 2002,Hindustan mein jab tak aapki jeb mein paisa hai ... log poochte hai kaisa hai?,In India until you have money in your pocket ... people will ask how are you?

Kitne Door Kitne Paas,Release Year - 2002,Shaadi sirf char pheron ke bandhan ka naam nahi hota ... shaadi toh woh hai jahan dil se dil mile ... jab tak ek doosre ke man mandir mein ek doosre ki murat nahi bas jaati ... us shaadi ka koi matlab nahi hota,Marriage is just not the name of taking four rounds around the holy fire ... marriage is something that connects a heart to a heart ... until the idol of each other resides in each others heart ... till then that marriage has no meaning

PK,Release Year - 2014,"Jis mehfil ne thukraya humko, kyun us mehfil ko yaad kare ... aage lamhe bula rahe hai, aao unke saath chale","The gathering that rejected us, why should we remember that gathering ... the moments ahead are calling us, come let's go with them"

PK,Release Year - 2014,"Main dikhti hoon maa jaisi sab kehte hai ... sab kehte hai, sach kehte hai ... par main hoon apne papa ki beti","Everyone says that I look like my mother ... if everyone says that, then they are telling the truth ... but I'm a daddy's girl"

PK,Release Year - 2014,Humra gola par log jhoot nahi bolta hai,People don't lie on my planet

PK,Release Year - 2014,"Kaun Hindu, kaun Musalman ... thappa kidhar hai dikha ... ye farak bhagwan nahi tum log banaya hai ... aur yahi is gola ka sabse danger wrong number hai","Who is Hindu, who is Muslim ... show me where is the stamp ... you guys have made this difference and not god ... and this is the most dangerous wrong number of this planet"

Lakeer ka Fakeer,Release Year - 2013,Yahan sapne dekhne ka haq sabko hai ... par poore naseeb waalon ke hi hote hai,Here everyone has the right to see dreams ... but only the lucky ones get them fulfilled

Lakeer ka Fakeer,Release Year - 2013,Mar gaye toh maaf nahi toh pandra bees saaf,If I die then forgive me or else I'll kill about 15 to 20 people

Lakeer ka Fakeer,Release Year - 2013,Mumbai raat mein jaagti hai aur din mein bhaagti hai,Mumbai stays awake during the night and runs during the day

Lakeer ka Fakeer,Release Year - 2013,"Yahan jiska jitna haath chalta hai ... uski utni baat chalti hai ... jiske haathon mein vazan, uske baaton mein vazan","Here the one who uses his hand ... only his words are accepted ... the one who has authority in his hands, his words have more weightage"

Tyaag,Release Year - 1977,Aadmi har darr se bhaag sakta hai ... lekin apne aap se nahi,A person can run away from every fear ... but he can't run away from himself

Tyaag,Release Year - 1977,"Purani zameen, purana makaan aur purana dost ... jitna zyada purana ho jaye ... utna hi zyada yaad aata hai","Old land, old house and an old friend ... the older they are ... the more you remember them"

Tyaag,Release Year - 1977,Insaan marta aur jeeta sirf apne khayalon mein hai ... varna maut jaisi toh koi cheez hi nahi hai,A person dies and lives only in his imagination ... otherwise there is nothing called as death

Tyaag,Release Year - 1977,Waqt padne par aadmi jhoot bhi sach ki tarah bolta hai,"When it's needed a person can tell a lie, just like it's the truth"

Love Breakups Zindagi,Release Year - 2011,Joh baat dil mein hai usse bolne ki himmat rakh ... aur joh baat kisi aur ke dil mein hai usse samajhne ki samajh,Have the courage to say what is in your heart ... and have the understanding to understand what someone else has in their heart

Love Breakups Zindagi,Release Year - 2011,Relationships utne hi complicated hote hai ... jitna tum unhe banana chahte ho,Relationships are complicated only to the extent ... to which we make them

Love Breakups Zindagi,Release Year - 2011,Life mein aur films mein ... anth mein sab kuch theek ho jaata hai,In life and in films ... in the end everything becomes alright

Love Breakups Zindagi,Release Year - 2011,Zindagi bahut complicated hai doston ... isse simple rakho ... ek like minded partner dhoondo aur khush raho ... simple,Life is very complicated my friends ... keep it simple ... find a like minded partner and be happy ... simple

MSG: The Messenger,Release Year - 2015,"Koi hum mein sant kehta hai, koi kehta hai farishta, koi kehta hai guru, toh koi kehta hai bhagwan ... lekin hum toh hai sirf ek insaan","Some call me a saint, some call me an angel, some call me a teacher, and some call me god ... but I'm just a human"

MSG: The Messenger,Release Year - 2015,Hum aaise baap hai joh dushmanon ke liye akele hi kaafi hai,I'm such a father who is himself more than enough for the enemies

MSG: The Messenger,Release Year - 2015,Hum mein maarna apne aap ko maarne ke barabar hai,Killing me is the equivalent of killing yourself

MSG: The Messenger,Release Year - 2015,Agar desh mein srishti ke seva karna paap hai ... toh yeh paap hum aakhri saans tak karte rahenge,If it's a sin in the country to serve the universe ... then I'll commit this sin till my last breathe

Khamoshiyan,Release Year - 2015,"Hum jism nahi, rooh ko bas mein karne ka shauk rakhte hai ... ujaalon mein nahi, andheron mein savarte hai","I like to control the soul, and not the body ... I dress up in the darkness, and not in the light"

Khamoshiyan,Release Year - 2015,Woh baatein joh hum kisi ko bata nahi sakte ... tanha toh woh baatein hum mein banati hai,The things that we can't share with anyone ... those things make us lonely

Khamoshiyan,Release Year - 2015,Hum sab apne apne raaz ke shikaar hote hai,We all are preys of our own secrets

Khamoshiyan,Release Year - 2015,Bura waqt koi jagah nahi hoti jahan se aap bachke nikal sakte hai ... bura waqt aapke saath saath chalta hai ... aur jitna hi aap usse bhaagne ki koshish karte hai ... utna hi woh aapki taraf badhta hua nazar aata hai,Bad time is not a place from where you can run away ... bad time moves with you ... and the more you try to run away from it ... that much more it appears to come closer to you

Kuch Tum Kaho Kuch Hum Kahein,Release Year - 2002,Insaan chale jaate hai ... unki yaad reh jaati hai,Humans go away ... but their memories stay behind

Kuch Tum Kaho Kuch Hum Kahein,Release Year - 2002,Badhon ke samne jhukne se koi chota nahi hota ... kyun ki badhon ki narazgi joh hai na woh sirf satta par hoti hai ... bheetar ki gehrai mein toh bahut sara pyar hota hai,By bowing down in front of elders you don't become small ... because the elders are only angry from the outside ... but from inside they have a lot of love

Kuch Tum Kaho Kuch Hum Kahein,Release Year - 2002,Maa ke haath sirf aashirwad dene ke liye hote hai ... maafi mangne ke liye nahi,The hands of a mother are only there to give blessings ... and not to apologize

Kuch Tum Kaho Kuch Hum Kahein,Release Year - 2002,Hello Mrs. Agarkar ... we all know you love purana cricketer Gavaskar ... but we are very very sorry to tell you there is no one greater than apna Sachin Tendulkar,Hello Mrs. Agarkar ... we all know you love the old cricketer Gavaskar ... but we are very very sorry to tell you that there is no one greater than our Sachin Tendulkar

Dharam Veer,Release Year - 1977,Mard ka khoon aur aurat ke aasoon jab tak na bahe ... unki keemat nahi lagayi ja sakti,Until the blood of a man and the tears of a woman shed out ... you can't estimate their value

Dharam Veer,Release Year - 1977,Bahaduri ka naya dhang sikha gaya hai koi ... chukake khoon ki keemat chala gaya hai koi ... Dharam aur Veer ka naam reh jaye dharti par ... sabak zamane ko aaisa sikha gaya hai koi,Someone has taught us the new style of courage and left ... someone has paid the price of blood and left ... the name of Dharam and Veer will remain on this earth ... someone has taught the world a lesson and left

Dharam Veer,Release Year - 1977,Manushya sari duniya par vijay prapt kar sakta hai ... lekin mrityu par vijay prapt kar nahi sakta,A human can win over the entire world ... but he can't win over death

Dharam Veer,Release Year - 1977,Hum tumhe woh maut maarenge ki ek baar maut bhi kaanp uthegi,I'll give you such a death that for once even death will be scared

Ghar Sansar,Release Year - 1986,Badhon ke mooh se nikli hui gaaliyan ... choton ko dua bankar lagti hai ... joh badhon ki daant kha leta hai ... woh zindagi ki thokarein nahi khata,Curses coming out of elders mouth ... hit the younger ones as blessings ... and those who bear the scoldings of elders ... they never stumble in life

Ghar Sansar,Release Year - 1986,Is sansar mein bheek le lo magar udhaar kabhi mat lo ... kyun ki bheek leke aadmi ek baar zaleel hota hai ... magar udhaar maangke subah shyam zaleel hota hai,In this world you may beg but never take credit ... because a person is humiliated only once when he begs ... but with credit he is humiliated all the time

Ghar Sansar,Release Year - 1986,Haath woh kalam hai joh aakash ke kagaz pe likhi hui taqdeer ko badal sakta hai,The hand is that pen which can change the destiny that is written on the paper of the sky

Ghar Sansar,Release Year - 1986,"Joh bhi kaam mile usse kar lena chahiye ... kaam koi chota nahi hota ... chota hota hai aadmi, uska dil, uski kartoot","Do whatever work you get ... no work is small ... if something is small then it's the person, his heart, his deeds"

Roy,Release Year - 2015,Hum insaan hamesha kisi aur ki zindagi churake jeena chahte hai ... yeh fitrat hai hamari,We humans always want to steal someone else's life and live that ... that's our nature

Roy,Release Year - 2015,"Log kehte hai ki kal main apni zindagi badal doonga, lekin kar nahi paate ... mera kal aa gaya hai, lekin hum chahe jitna badal jaye ... hum mein apne beete huye kal ki keemat deni padti hai","People say that tomorrow I'll change my life, but they are unable to do it ... my tomorrow has come, but no matter how much we change ... we have to pay the price of our past"

Roy,Release Year - 2015,Main sochti hoon ki kya tum sach mein woh ho joh log kehte hai ... ya log joh kehte hai tum woh banne ki koshish kar rahe ho,"I'm thinking whether you are indeed that person what people say you are ... or what people say, you are trying to be that"

Roy,Release Year - 2015,Baatein jhooti ho sakti hai ... kahaniyan nahi,Conversations can be lies ... but not stories

Neal 'N' Nikki,Release Year - 2005,Your first time should be with someone special ... pata hai kyun? ... (kyun) ... kyun ki tum usse kabhi nahi bhula paogi ... aur agar tumhara first time kisi idiot ke saath hoga ... toh zindagi bhar us idiot yaad rakhna padega,Your first time should be with someone special ... you know why? ... (why) ... because you'll never forget him ... and if your first time is with some idiot ... then you'll have to remember that idiot for your entire life

Neal 'N' Nikki,Release Year - 2005,I want to be a part of every part of your life,I want to be a part of every part of your life

Neal 'N' Nikki,Release Year - 2005,"Men ... jitna chota dil, utna chota dimaag ... utna chota sab kuch","Men ... the smaller their heart is, that much smaller their mind is ... and that much smaller is everything else"

Vaah Life Ho Toh Aisi,Release Year - 2005,"Yeh Superman, Batman aur Spiderman ka baap malum hai kaun hai? ... Hanuman","Do you know who is the father of Superman, Batman and Spiderman? ... Hanuman"

Vaah Life Ho Toh Aisi,Release Year - 2005,"Main har ghadi, har minute, har second paise kamana chahta hoon","I want to make money every moment, every minute, every second"

Vaah Life Ho Toh Aisi,Release Year - 2005,Dhanda karneka toh ekdum hatela ... pan kya karega kismat hai na phatela,If you do any business then it must be very unique ... but what to do my luck is torn

Godmother,Release Year - 1999,Koi rishta pakka nahi hota ... maut aati hai toh pakke se pakka rishta bhi kachi maati ki tarah toot jaata hai,No relationship is firm ... when death comes then even the firmest relationship breaks like a fragile pot

Godmother,Release Year - 1999,Kom toh bas ek hai ... insaan ki,There is only one caste ... which is humanity

Godmother,Release Year - 1999,Tum logon ne mere pe vishvas kiya aur maine tumhare saath vishvasghat kiya ... tum logon ne meri jai-jai-kaar ki aur maine tumhari peeth mein chura bhaunka,You people trusted me and I betrayed you ... you people hailed me and I stuck a knife on your backs

Mashaal,Release Year - 1984,Main marke bhi maroonga nahi ... tumhare andar zinda rahoonga,I won't die even after dying ... I'll stay alive within you

Mashaal,Release Year - 1984,"Har aadmi ka kuch na kuch daam hota hai ... daam dedo, aadmi tumhara",Every person has a price ... pay the price and the person is yours

Mashaal,Release Year - 1984,"Halaat, kismatein, insaan, zindagi ... waqt ke saath saath sab badal jaata hai","Situation, luck, human, life ... with time everything changes"

Mashaal,Release Year - 1984,"Agar naali ke keeday ko duniya bhar ka sabun ikattha karke bhi saaf kiya jaye, usko dhoya jaye ... toh bhi woh gande ka ganda hi rahega",If you collect all the soap in the world and wash and clean a bug from the gutter ... still he will remain dirty

Bardaasht,Release Year - 2004,Kutton ke bhaunkane se haathi ki chaal pe koi farak nahi padta,Elephants are not bothered by barking dogs

Bardaasht,Release Year - 2004,Khuredne se zakhm bharte nahi hai ... hare ho jaate hai,By scratching wounds don't fill up ... they become even more worse

Bardaasht,Release Year - 2004,Main ab tak jee raha tha apne bhai ke liye ... aur ab jee raha hoon uski maut ka badla lene ke liye,Until now I was living for my brother ... and now I'm living to take the revenge of his death

Bardaasht,Release Year - 2004,Jab tak main tum logon ko adalat mein phaasi ki sazaa na dilwa doon ... maut bhi mera kuch nahi bighaad payegi,Until I get you guys the death penalty in court ... till then even death can't do anything to me

Johnny Gaddaar,Release Year - 2007,Shuruvat hamesha majboori se hi hoti hai ... yeh majboori ahista ahista zaroorat ... aur zaroorat aadat ban jaati hai,The start always happens with a compulsion ... and this compulsion slowly slowly turns into necessity ... and necessity turns into a habit

Johnny Gaddaar,Release Year - 2007,It's not the age ... it's the mileage!,It's not the age ... it's the mileage!

Ram Avtar,Release Year - 1988,Pyar ek jazbaat hai joh kiya nahi jaata ... yeh ittefaq se ho jaata hai,Love is a sentiment that can't be done ... it happens by coincidence

Ram Avtar,Release Year - 1988,"Shaadi toh kabhi na tootne waala ek bandhan hai, ek haqeeqat hai ... yeh woh rishta hai joh saans tootne ke baad hi tootta hai","Marriage is a bond that can never break, it's a reality ... it's a relationship which breaks only when we stop breathing"

Ram Avtar,Release Year - 1988,Phool pyar ki nishani hoti hai aur khushboo uska ehsaas,Flower is the sign of love and it's fragrance is the feeling of it

Ram Avtar,Release Year - 1988,Ehsaas sirf dil mein yaadon ke diye jalate hai ... dilon ke beech nahi aate,A feeling only ignites the lamps of memories in the heart ... it doesn't come in between the hearts

Laaga Chunari Mein Daag,Release Year - 2007,Yeh aaine si shafaq aankhen ... khuda inki masoomiyat mehfoos rakhe,These eyes of dawn are like a mirror ... I wish god secures their innocence

Laaga Chunari Mein Daag,Release Year - 2007,Koi rishta agar sach ki talwar nahi jhel sakta ... toh uska toot jana hi achcha hai,If a relationship can't handle the sword of truth ... then it's better for it to break

Laaga Chunari Mein Daag,Release Year - 2007,Bombay mein kisi ko bhi ek se zyada chance nahi milta hai,In Bombay no one gets more than one chance

Laaga Chunari Mein Daag,Release Year - 2007,"Har kadam par ek kutta milega tumhe ... par tum chaho toh woh tumhara nahi, tum uska istamal kar sakti ho","On every step you'll get one dog ... but if you want then he won't be able use you, instead you'll be able to use him"

Shaadi Karke Phas Gaya Yaar,Release Year - 2006,Shaadi is mind blowing ... sometimes blowing mind,Marriage is mind blowing ... sometimes it blows your mind

Shaadi Karke Phas Gaya Yaar,Release Year - 2006,Pyar aur aulad ke bina insaan kabhi khush nahi rehta,A person can never be happy without love and a child

Bhindi Baazaar Inc.,Release Year - 2011,Zindagi aur chess mein koi khaas farak nahi hai ... jeetne ke liye dono mein chaalein chalni padti hai,There is not much of a difference between chess and life ... you have to play your moves in both to win

Bhindi Baazaar Inc.,Release Year - 2011,Ladai badshah ke liye nahi hoti hai ... badshahat ke liye hoti hai,War is not done to be the king ... it is done for the reign

Bhindi Baazaar Inc.,Release Year - 2011,"Jab ek vazir marta hai ... toh mamooli sa pyada, vazir ban jaata hai",When the minister dies ... then even an ordinary pawn can become the minister

Bhindi Baazaar Inc.,Release Year - 2011,Joh jitna ooncha udhta hai ... usse kaatna utna hi aasaan hota hai,The higher the one flies ... it's that much easier to cut them out

Yuvvraaj,Release Year - 2008,"I am a bad boy ... thoda sa ziddi, thoda sa awara, thoda sa pagal, thoda sa nakara ... yani total milake I am a bad boy","I am a bad boy ... a little stubborn, a little tramp, a little crazy, a little useless ... which means that totally I am a bad boy"

Yuvvraaj,Release Year - 2008,Main characterless zaroor hoon ... lekin itna bhi less nahi,I'm definitely characterless ... but not so much less

Yuvvraaj,Release Year - 2008,Maafi maangne waale do kisam ke log hote hai ... ek joh maafi maangkar galti dobara nahi repeat karte hai ... aur doosre joh ke maafi maangkar aage ki ladai ke liye tayaari karte hai,There are two types of people who apologize ... first who apologize and don't repeat the mistake ... and second who apologize and then prepare for the upcoming battle

Yuvvraaj,Release Year - 2008,Kagaz ke tukdon se parivar nahi khade hote hai ... dil ke rishton se hote hai,Families don't stand together with pieces of paper ... they stand together with the relations of the heart

